,Date,Part,Process,SubProcess,Resource,Event,Process Type,Load,Unit,From,To,Distance,Memo,Simulation time
0,2018-07-17,A0029_A830A,,,,part_created,,,,,,,,6.0
1,2018-07-17,A0029_A830A,외부,,,Process_entered,Factory,320.82766626360336,m2,,,,,6.0
2,2018-07-17,A0029_A830A,외부,,,routing_ended,,,,,,,,6.0
3,2018-07-17,A0029_A830A,외부,외부_0,,work_start,,,,,,,,6.0
4,2018-09-05,A0029_A610A,,,,part_created,,,,,,,,56.0
5,2018-09-05,A0030_A830A,,,,part_created,,,,,,,,56.0
6,2018-09-05,A0029_A610A,외부,,,Process_entered,Factory,641.6553325272067,m2,,,,,56.0
7,2018-09-05,A0029_A610A,외부,,,routing_ended,,,,,,,,56.0
8,2018-09-05,A0030_A830A,외부,,,Process_entered,Factory,962.4829987908101,m2,,,,,56.0
9,2018-09-05,A0030_A830A,외부,,,routing_ended,,,,,,,,56.0
10,2018-09-05,A0029_A610A,외부,외부_1,,work_start,,,,,,,,56.0
11,2018-09-05,A0030_A830A,외부,외부_2,,work_start,,,,,,,,56.0
12,2018-09-12,A0034_A830A,,,,part_created,,,,,,,,63.0
13,2018-09-12,A0034_A830A,외부,,,Process_entered,Factory,1283.3106650544134,m2,,,,,63.0
14,2018-09-12,A0034_A830A,외부,,,routing_ended,,,,,,,,63.0
15,2018-09-12,A0034_A830A,외부,외부_3,,work_start,,,,,,,,63.0
16,2018-09-13,A0004_A830A,,,,part_created,,,,,,,,64.0
17,2018-09-13,A0004_A830A,외부,,,Process_entered,Factory,1611.0516974673787,m2,,,,,64.0
18,2018-09-13,A0004_A830A,외부,,,routing_ended,,,,,,,,64.0
19,2018-09-13,A0004_A830A,외부,외부_4,,work_start,,,,,,,,64.0
20,2018-10-10,A0030_A610A,,,,part_created,,,,,,,,91.0
21,2018-10-10,A0030_A610A,외부,,,Process_entered,Factory,1931.879363730982,m2,,,,,91.0
22,2018-10-10,A0030_A610A,외부,,,routing_ended,,,,,,,,91.0
23,2018-10-10,A0030_A610A,외부,외부_5,,work_start,,,,,,,,91.0
24,2018-10-11,A0004_A610A,,,,part_created,,,,,,,,92.0
25,2018-10-11,A0004_A610A,외부,,,Process_entered,Factory,2259.6203961439473,m2,,,,,92.0
26,2018-10-11,A0004_A610A,외부,,,routing_ended,,,,,,,,92.0
27,2018-10-11,A0004_A610A,외부,외부_6,,work_start,,,,,,,,92.0
28,2018-10-15,A0035_A830A,,,,part_created,,,,,,,,96.0
29,2018-10-15,A0035_A830A,외부,,,Process_entered,Factory,2580.448062407551,m2,,,,,96.0
30,2018-10-15,A0035_A830A,외부,,,routing_ended,,,,,,,,96.0
31,2018-10-15,A0035_A830A,외부,외부_7,,work_start,,,,,,,,96.0
32,2018-10-22,A0016_A610P,,,,part_created,,,,,,,,103.0
33,2018-10-22,A0016_A610S,,,,part_created,,,,,,,,103.0
34,2018-10-22,A0016_A610P,외부,,,Process_entered,Factory,2854.197205264694,m2,,,,,103.0
35,2018-10-22,A0016_A610P,외부,,,routing_ended,,,,,,,,103.0
36,2018-10-22,A0016_A610S,외부,,,Process_entered,Factory,3127.9463481218368,m2,,,,,103.0
37,2018-10-22,A0016_A610S,외부,,,routing_ended,,,,,,,,103.0
38,2018-10-22,A0016_A610P,외부,외부_8,,work_start,,,,,,,,103.0
39,2018-10-22,A0016_A610S,외부,외부_9,,work_start,,,,,,,,103.0
40,2018-10-24,A0032_V910A,,,,part_created,,,,,,,,105.0
41,2018-10-24,A0032_V950A,,,,part_created,,,,,,,,105.0
42,2018-10-24,A0034_A610A,,,,part_created,,,,,,,,105.0
43,2018-10-24,A0032_V910A,외부,,,Process_entered,Factory,3424.473207625969,m2,,,,,105.0
44,2018-10-24,A0032_V910A,외부,,,routing_ended,,,,,,,,105.0
45,2018-10-24,A0032_V950A,외부,,,Process_entered,Factory,3721.000067130101,m2,,,,,105.0
46,2018-10-24,A0032_V950A,외부,,,routing_ended,,,,,,,,105.0
47,2018-10-24,A0032_V910A,외부,외부_10,,work_start,,,,,,,,105.0
48,2018-10-24,A0034_A610A,외부,,,Process_entered,Factory,4041.8277333937044,m2,,,,,105.0
49,2018-10-24,A0034_A610A,외부,,,routing_ended,,,,,,,,105.0
50,2018-10-24,A0032_V950A,외부,외부_11,,work_start,,,,,,,,105.0
51,2018-10-24,A0034_A610A,외부,외부_12,,work_start,,,,,,,,105.0
52,2018-10-25,A0005_A610A,,,,part_created,,,,,,,,106.0
53,2018-10-25,A0032_V920A,,,,part_created,,,,,,,,106.0
54,2018-10-25,A0032_V960A,,,,part_created,,,,,,,,106.0
55,2018-10-25,A0005_A610A,외부,,,Process_entered,Factory,4340.536307574822,m2,,,,,106.0
56,2018-10-25,A0005_A610A,외부,,,routing_ended,,,,,,,,106.0
57,2018-10-25,A0032_V920A,외부,,,Process_entered,Factory,4637.063167078954,m2,,,,,106.0
58,2018-10-25,A0032_V920A,외부,,,routing_ended,,,,,,,,106.0
59,2018-10-25,A0005_A610A,외부,외부_13,,work_start,,,,,,,,106.0
60,2018-10-25,A0032_V960A,외부,,,Process_entered,Factory,4933.590026583087,m2,,,,,106.0
61,2018-10-25,A0032_V960A,외부,,,routing_ended,,,,,,,,106.0
62,2018-10-25,A0032_V920A,외부,외부_14,,work_start,,,,,,,,106.0
63,2018-10-25,A0032_V960A,외부,외부_15,,work_start,,,,,,,,106.0
64,2018-10-29,A0029_A830A,외부,외부_0,,work_finish,,,,,,,,110.0
65,2018-10-29,A0029_A830A,외부,외부_0,,part_transferred_to_out_buffer,Factory,4612.762360319483,m2,,,,,110.0
66,2018-10-29,A0029_E170A,,,,part_created,,,,,,,,110.0
67,2018-10-29,A0029_E180A,,,,part_created,,,,,,,,110.0
68,2018-10-29,A0029_A830A,Sink,,,go to parent block,,,,,,,,110.0
69,2018-10-29,A0029_A830A,Sink,,,completed,,,,,,,,110.0
70,2018-10-29,A0029_E170A,외부,,,Process_entered,Factory,4696.762360319483,m2,,,,,110.0
71,2018-10-29,A0029_E170A,외부,,,routing_ended,,,,,,,,110.0
72,2018-10-29,A0029_E180A,외부,,,Process_entered,Factory,4742.262360319483,m2,,,,,110.0
73,2018-10-29,A0029_E180A,외부,,,routing_ended,,,,,,,,110.0
74,2018-10-29,A0029_E170A,외부,외부_16,,work_start,,,,,,,,110.0
75,2018-10-29,A0029_E180A,외부,외부_17,,work_start,,,,,,,,110.0
76,2018-10-31,A0008_A830A,,,,part_created,,,,,,,,112.0
77,2018-10-31,A0029_E810P,,,,part_created,,,,,,,,112.0
78,2018-10-31,A0029_E810S,,,,part_created,,,,,,,,112.0
79,2018-10-31,A0029_E816P,,,,part_created,,,,,,,,112.0
80,2018-10-31,A0029_E816S,,,,part_created,,,,,,,,112.0
81,2018-10-31,A0008_A830A,외부,,,Process_entered,Factory,5051.712582788894,m2,,,,,112.0
82,2018-10-31,A0008_A830A,외부,,,routing_ended,,,,,,,,112.0
83,2018-10-31,A0029_E810P,2야드 대조립공장,,,Process_entered,Factory,245.69526462395544,ton,,,,,112.0
84,2018-10-31,A0029_E810P,2야드 대조립공장,,,routing_ended,,,,,,,,112.0
85,2018-10-31,A0029_E810S,2야드 대조립공장,,,Process_entered,Factory,491.3905292479109,ton,,,,,112.0
86,2018-10-31,A0029_E810S,2야드 대조립공장,,,routing_ended,,,,,,,,112.0
87,2018-10-31,A0008_A830A,외부,외부_18,,work_start,,,,,,,,112.0
88,2018-10-31,A0029_E810P,2야드 대조립공장,2야드 대조립공장_0,,work_start,,,,,,,,112.0
89,2018-10-31,A0029_E816P,2야드 대조립공장,,,Process_entered,Factory,737.0857938718664,ton,,,,,112.0
90,2018-10-31,A0029_E816P,2야드 대조립공장,,,routing_ended,,,,,,,,112.0
91,2018-10-31,A0029_E810S,2야드 대조립공장,2야드 대조립공장_1,,work_start,,,,,,,,112.0
92,2018-10-31,A0029_E816S,2야드 대조립공장,,,Process_entered,Factory,982.7810584958218,ton,,,,,112.0
93,2018-10-31,A0029_E816S,2야드 대조립공장,,,routing_ended,,,,,,,,112.0
94,2018-10-31,A0029_E816P,2야드 대조립공장,2야드 대조립공장_2,,work_start,,,,,,,,112.0
95,2018-10-31,A0029_E816S,2야드 대조립공장,2야드 대조립공장_3,,work_start,,,,,,,,112.0
96,2018-11-01,A0029_E810P,2야드 대조립공장,2야드 대조립공장_0,,work_finish,,,,,,,,113.0
97,2018-11-01,A0029_E810P,2야드 대조립공장,2야드 대조립공장_0,,part_transferred_to_out_buffer,Factory,737.0857938718664,ton,,,,,113.0
98,2018-11-01,A0029_E810S,2야드 대조립공장,2야드 대조립공장_1,,work_finish,,,,,,,,113.0
99,2018-11-01,A0029_E810S,2야드 대조립공장,2야드 대조립공장_1,,part_transferred_to_out_buffer,Factory,491.39052924791093,ton,,,,,113.0
100,2018-11-01,A0029_E816P,2야드 대조립공장,2야드 대조립공장_2,,work_finish,,,,,,,,113.0
101,2018-11-01,A0029_E816P,2야드 대조립공장,2야드 대조립공장_2,,part_transferred_to_out_buffer,Factory,245.6952646239555,ton,,,,,113.0
102,2018-11-01,A0029_E816S,2야드 대조립공장,2야드 대조립공장_3,,work_finish,,,,,,,,113.0
103,2018-11-01,A0029_E816S,2야드 대조립공장,2야드 대조립공장_3,,part_transferred_to_out_buffer,Factory,5.684341886080802e-14,ton,,,,,113.0
104,2018-11-01,A0029_E813P,,,,part_created,,,,,,,,113.0
105,2018-11-01,A0029_E813S,,,,part_created,,,,,,,,113.0
106,2018-11-01,A0029_E810P,Sink,,,completed,,,,,,,,113.0
107,2018-11-01,A0029_E810S,Sink,,,completed,,,,,,,,113.0
108,2018-11-01,A0029_E816P,Sink,,,completed,,,,,,,,113.0
109,2018-11-01,A0029_E816S,Sink,,,completed,,,,,,,,113.0
110,2018-11-01,A0029_E813P,2야드 판넬공장,,,Process_entered,Factory,245.69526462395544,ton,,,,,113.0
111,2018-11-01,A0029_E813P,2야드 판넬공장,,,routing_ended,,,,,,,,113.0
112,2018-11-01,A0029_E813S,2야드 판넬공장,,,Process_entered,Factory,491.3905292479109,ton,,,,,113.0
113,2018-11-01,A0029_E813S,2야드 판넬공장,,,routing_ended,,,,,,,,113.0
114,2018-11-02,A0029_E813P,2야드 판넬공장,2야드 판넬공장_0,,part_transferred_to_out_buffer,Factory,245.69526462395544,ton,,,,,114.0
115,2018-11-02,A0029_E813S,2야드 판넬공장,2야드 판넬공장_1,,part_transferred_to_out_buffer,Factory,0.0,ton,,,,,114.0
116,2018-11-02,A0029_E813P,2야드 대조립공장,,,Process_entered,Factory,245.6952646239555,ton,,,,,114.0
117,2018-11-02,A0029_E813P,2야드 대조립공장,,,routing_ended,,,,,,,,114.0
118,2018-11-02,A0029_E813S,2야드 대조립공장,,,Process_entered,Factory,491.39052924791093,ton,,,,,114.0
119,2018-11-02,A0029_E813S,2야드 대조립공장,,,routing_ended,,,,,,,,114.0
120,2018-11-02,A0029_E813P,2야드 대조립공장,2야드 대조립공장_4,,work_start,,,,,,,,114.0
121,2018-11-02,A0029_E813S,2야드 대조립공장,2야드 대조립공장_5,,work_start,,,,,,,,114.0
122,2018-11-05,A0016_E180P,,,,part_created,,,,,,,,117.0
123,2018-11-05,A0016_E180S,,,,part_created,,,,,,,,117.0
124,2018-11-05,A0016_E180P,2야드 대조립공장,,,Process_entered,Factory,714.6416061709879,ton,,,,,117.0
125,2018-11-05,A0016_E180P,2야드 대조립공장,,,routing_ended,,,,,,,,117.0
126,2018-11-05,A0016_E180S,2야드 대조립공장,,,Process_entered,Factory,937.8926830940648,ton,,,,,117.0
127,2018-11-05,A0016_E180S,2야드 대조립공장,,,routing_ended,,,,,,,,117.0
128,2018-11-05,A0016_E180P,2야드 대조립공장,2야드 대조립공장_6,,work_start,,,,,,,,117.0
129,2018-11-05,A0016_E180S,2야드 대조립공장,2야드 대조립공장_7,,work_start,,,,,,,,117.0
130,2018-11-08,A0029_H21P1,,,,part_created,,,,,,,,120.0
131,2018-11-08,A0029_H22P1,,,,part_created,,,,,,,,120.0
132,2018-11-08,A0029_H21P1,외부,,,Process_entered,Factory,5659.712582788894,m2,,,,,120.0
133,2018-11-08,A0029_H21P1,외부,,,routing_ended,,,,,,,,120.0
134,2018-11-08,A0029_H22P1,외부,,,Process_entered,Factory,6305.712582788894,m2,,,,,120.0
135,2018-11-08,A0029_H22P1,외부,,,routing_ended,,,,,,,,120.0
136,2018-11-08,A0029_H21P1,외부,외부_19,,work_start,,,,,,,,120.0
137,2018-11-08,A0029_H22P1,외부,외부_20,,work_start,,,,,,,,120.0
138,2018-11-09,A0029_A410A,,,,part_created,,,,,,,,121.0
139,2018-11-09,A0029_E818P,,,,part_created,,,,,,,,121.0
140,2018-11-09,A0029_E818S,,,,part_created,,,,,,,,121.0
141,2018-11-09,A0029_E820P,,,,part_created,,,,,,,,121.0
142,2018-11-09,A0029_E820S,,,,part_created,,,,,,,,121.0
143,2018-11-09,A0029_A410A,외부,,,Process_entered,Factory,6483.962582788894,m2,,,,,121.0
144,2018-11-09,A0029_A410A,외부,,,routing_ended,,,,,,,,121.0
145,2018-11-09,A0029_E818P,2야드 판넬공장,,,Process_entered,Factory,245.69526462395544,ton,,,,,121.0
146,2018-11-09,A0029_E818P,2야드 판넬공장,,,routing_ended,,,,,,,,121.0
147,2018-11-09,A0029_E820P,2야드 대조립공장,,,Process_entered,Factory,1183.5879477180201,ton,,,,,121.0
148,2018-11-09,A0029_E820P,2야드 대조립공장,,,routing_ended,,,,,,,,121.0
149,2018-11-09,A0029_E818S,2야드 판넬공장,,,Process_entered,Factory,491.3905292479109,ton,,,,,121.0
150,2018-11-09,A0029_E818S,2야드 판넬공장,,,routing_ended,,,,,,,,121.0
151,2018-11-09,A0029_E820S,2야드 대조립공장,,,Process_entered,Factory,1429.2832123419755,ton,,,,,121.0
152,2018-11-09,A0029_E820S,2야드 대조립공장,,,routing_ended,,,,,,,,121.0
153,2018-11-09,A0029_A410A,외부,외부_21,,part_transferred_to_out_buffer,Factory,6305.712582788894,m2,,,,,121.0
154,2018-11-09,A0029_E818P,2야드 판넬공장,2야드 판넬공장_2,,work_start,,,,,,,,121.0
155,2018-11-09,A0029_E820P,2야드 대조립공장,2야드 대조립공장_8,,work_start,,,,,,,,121.0
156,2018-11-09,A0029_E818S,2야드 판넬공장,2야드 판넬공장_3,,work_start,,,,,,,,121.0
157,2018-11-09,A0029_E820S,2야드 대조립공장,2야드 대조립공장_9,,work_start,,,,,,,,121.0
158,2018-11-09,A0029_A410A,Sink,,,go to parent block,,,,,,,,121.0
159,2018-11-09,A0029_A410A,Sink,,,completed,,,,,,,,121.0
160,2018-11-12,A0029_E813P,2야드 대조립공장,2야드 대조립공장_4,,work_finish,,,,,,,,124.0
161,2018-11-12,A0029_E813P,2야드 대조립공장,2야드 대조립공장_4,,part_transferred_to_out_buffer,Factory,1183.5879477180201,ton,,,,,124.0
162,2018-11-12,A0029_E813S,2야드 대조립공장,2야드 대조립공장_5,,work_finish,,,,,,,,124.0
163,2018-11-12,A0029_E813S,2야드 대조립공장,2야드 대조립공장_5,,part_transferred_to_out_buffer,Factory,937.8926830940648,ton,,,,,124.0
164,2018-11-12,A0029_E818P,2야드 판넬공장,2야드 판넬공장_2,,work_finish,,,,,,,,124.0
165,2018-11-12,A0029_E818P,2야드 판넬공장,2야드 판넬공장_2,,part_transferred_to_out_buffer,Factory,245.69526462395544,ton,,,,,124.0
166,2018-11-12,A0029_E818S,2야드 판넬공장,2야드 판넬공장_3,,work_finish,,,,,,,,124.0
167,2018-11-12,A0029_E818S,2야드 판넬공장,2야드 판넬공장_3,,part_transferred_to_out_buffer,Factory,0.0,ton,,,,,124.0
168,2018-11-12,A0029_A41A0,,,,part_created,,,,,,,,124.0
169,2018-11-12,A0036_A830A,,,,part_created,,,,,,,,124.0
170,2018-11-12,A0029_E813P,Sink,,,completed,,,,,,,,124.0
171,2018-11-12,A0029_E813S,Sink,,,completed,,,,,,,,124.0
172,2018-11-12,A0029_E818P,Sink,,,go to parent block,,,,,,,,124.0
173,2018-11-12,A0029_E818P,Sink,,,completed,,,,,,,,124.0
174,2018-11-12,A0029_E818S,Sink,,,go to parent block,,,,,,,,124.0
175,2018-11-12,A0029_E818S,Sink,,,completed,,,,,,,,124.0
176,2018-11-12,A0029_A41A0,외부,,,Process_entered,Factory,6483.962582788894,m2,,,,,124.0
177,2018-11-12,A0029_A41A0,외부,,,routing_ended,,,,,,,,124.0
178,2018-11-12,A0036_A830A,외부,,,Process_entered,Factory,6794.868535169846,m2,,,,,124.0
179,2018-11-12,A0036_A830A,외부,,,routing_ended,,,,,,,,124.0
180,2018-11-12,A0029_A41A0,외부,외부_22,,work_start,,,,,,,,124.0
181,2018-11-12,A0036_A830A,외부,외부_23,,work_start,,,,,,,,124.0
182,2018-11-13,A0029_E310P,,,,part_created,,,,,,,,125.0
183,2018-11-13,A0029_E310S,,,,part_created,,,,,,,,125.0
184,2018-11-13,A0029_E412P,,,,part_created,,,,,,,,125.0
185,2018-11-13,A0029_E412S,,,,part_created,,,,,,,,125.0
186,2018-11-13,A0029_E414P,,,,part_created,,,,,,,,125.0
187,2018-11-13,A0029_E414S,,,,part_created,,,,,,,,125.0
188,2018-11-13,A0032_V450A,,,,part_created,,,,,,,,125.0
189,2018-11-13,A0029_E310P,2야드 대조립공장,,,Process_entered,Factory,1183.5879477180201,ton,,,,,125.0
190,2018-11-13,A0029_E310P,2야드 대조립공장,,,routing_ended,,,,,,,,125.0
191,2018-11-13,A0029_E412P,외부,,,Process_entered,Factory,7082.368535169846,m2,,,,,125.0
192,2018-11-13,A0029_E412P,외부,,,routing_ended,,,,,,,,125.0
193,2018-11-13,A0029_E310S,2야드 대조립공장,,,Process_entered,Factory,1429.2832123419755,ton,,,,,125.0
194,2018-11-13,A0029_E310S,2야드 대조립공장,,,routing_ended,,,,,,,,125.0
195,2018-11-13,A0029_E412S,외부,,,Process_entered,Factory,7369.868535169846,m2,,,,,125.0
196,2018-11-13,A0029_E412S,외부,,,routing_ended,,,,,,,,125.0
197,2018-11-13,A0029_E310P,2야드 대조립공장,2야드 대조립공장_10,,work_start,,,,,,,,125.0
198,2018-11-13,A0029_E412P,외부,외부_24,,part_transferred_to_out_buffer,Factory,7082.368535169846,m2,,,,,125.0
199,2018-11-13,A0029_E414P,외부,,,Process_entered,Factory,7138.368535169846,m2,,,,,125.0
200,2018-11-13,A0029_E414P,외부,,,routing_ended,,,,,,,,125.0
201,2018-11-13,A0029_E310S,2야드 대조립공장,2야드 대조립공장_11,,work_start,,,,,,,,125.0
202,2018-11-13,A0029_E412S,외부,외부_25,,part_transferred_to_out_buffer,Factory,6850.868535169846,m2,,,,,125.0
203,2018-11-13,A0029_E414S,외부,,,Process_entered,Factory,6906.868535169846,m2,,,,,125.0
204,2018-11-13,A0029_E414S,외부,,,routing_ended,,,,,,,,125.0
205,2018-11-13,A0029_E412P,Sink,,,go to parent block,,,,,,,,125.0
206,2018-11-13,A0029_E412P,Sink,,,completed,,,,,,,,125.0
207,2018-11-13,A0029_E414P,외부,외부_26,,work_start,,,,,,,,125.0
208,2018-11-13,A0032_V450A,외부,,,Process_entered,Factory,6936.868535169846,m2,,,,,125.0
209,2018-11-13,A0032_V450A,외부,,,routing_ended,,,,,,,,125.0
210,2018-11-13,A0029_E412S,Sink,,,go to parent block,,,,,,,,125.0
211,2018-11-13,A0029_E412S,Sink,,,completed,,,,,,,,125.0
212,2018-11-13,A0029_E414S,외부,외부_27,,work_start,,,,,,,,125.0
213,2018-11-13,A0032_V450A,외부,외부_28,,part_transferred_to_out_buffer,Factory,6906.868535169846,m2,,,,,125.0
214,2018-11-13,A0032_V450A,Sink,,,go to parent block,,,,,,,,125.0
215,2018-11-13,A0032_V450A,Sink,,,completed,,,,,,,,125.0
216,2018-11-14,A0029_E170A,외부,외부_16,,work_finish,,,,,,,,126.0
217,2018-11-14,A0029_E170A,외부,외부_16,,part_transferred_to_out_buffer,Factory,6822.868535169846,m2,,,,,126.0
218,2018-11-14,A0029_E180A,외부,외부_17,,work_finish,,,,,,,,126.0
219,2018-11-14,A0029_E180A,외부,외부_17,,part_transferred_to_out_buffer,Factory,6777.368535169846,m2,,,,,126.0
220,2018-11-14,A0016_F810A,,,,part_created,,,,,,,,126.0
221,2018-11-14,A0029_E122A,,,,part_created,,,,,,,,126.0
222,2018-11-14,A0029_E422P,,,,part_created,,,,,,,,126.0
223,2018-11-14,A0029_E422S,,,,part_created,,,,,,,,126.0
224,2018-11-14,A0029_E423P,,,,part_created,,,,,,,,126.0
225,2018-11-14,A0029_E427P,,,,part_created,,,,,,,,126.0
226,2018-11-14,A0029_F812A,,,,part_created,,,,,,,,126.0
227,2018-11-14,A0032_V350A,,,,part_created,,,,,,,,126.0
228,2018-11-14,A0029_E170A,Sink,,,go to parent block,,,,,,,,126.0
229,2018-11-14,A0029_E170A,Sink,,,completed,,,,,,,,126.0
230,2018-11-14,A0029_E180A,Sink,,,go to parent block,,,,,,,,126.0
231,2018-11-14,A0029_E180A,Sink,,,completed,,,,,,,,126.0
232,2018-11-14,A0016_F810A,외부,,,Process_entered,Factory,7051.117678026989,m2,,,,,126.0
233,2018-11-14,A0016_F810A,외부,,,routing_ended,,,,,,,,126.0
234,2018-11-14,A0029_E122A,2야드 판넬공장,,,Process_entered,Factory,245.69526462395544,ton,,,,,126.0
235,2018-11-14,A0029_E122A,2야드 판넬공장,,,routing_ended,,,,,,,,126.0
236,2018-11-14,A0029_E422P,외부,,,Process_entered,Factory,7336.117678026989,m2,,,,,126.0
237,2018-11-14,A0029_E422P,외부,,,routing_ended,,,,,,,,126.0
238,2018-11-14,A0016_F810A,외부,외부_29,,work_start,,,,,,,,126.0
239,2018-11-14,A0029_E422S,외부,,,Process_entered,Factory,7621.117678026989,m2,,,,,126.0
240,2018-11-14,A0029_E422S,외부,,,routing_ended,,,,,,,,126.0
241,2018-11-14,A0029_E122A,2야드 판넬공장,2야드 판넬공장_4,,work_start,,,,,,,,126.0
242,2018-11-14,A0029_E422P,외부,외부_30,,part_transferred_to_out_buffer,Factory,7336.117678026989,m2,,,,,126.0
243,2018-11-14,A0029_E423P,외부,,,Process_entered,Factory,7444.117678026989,m2,,,,,126.0
244,2018-11-14,A0029_E423P,외부,,,routing_ended,,,,,,,,126.0
245,2018-11-14,A0029_E422S,외부,외부_31,,part_transferred_to_out_buffer,Factory,7159.117678026989,m2,,,,,126.0
246,2018-11-14,A0029_E427P,외부,,,Process_entered,Factory,7339.117678026989,m2,,,,,126.0
247,2018-11-14,A0029_E427P,외부,,,routing_ended,,,,,,,,126.0
248,2018-11-14,A0029_E422P,Sink,,,go to parent block,,,,,,,,126.0
249,2018-11-14,A0029_E422P,Sink,,,completed,,,,,,,,126.0
250,2018-11-14,A0029_E423P,외부,외부_32,,work_start,,,,,,,,126.0
251,2018-11-14,A0029_F812A,외부,,,Process_entered,Factory,7659.945344290592,m2,,,,,126.0
252,2018-11-14,A0029_F812A,외부,,,routing_ended,,,,,,,,126.0
253,2018-11-14,A0029_E422S,Sink,,,go to parent block,,,,,,,,126.0
254,2018-11-14,A0029_E422S,Sink,,,completed,,,,,,,,126.0
255,2018-11-14,A0029_E427P,외부,외부_33,,work_start,,,,,,,,126.0
256,2018-11-14,A0032_V350A,외부,,,Process_entered,Factory,7689.945344290592,m2,,,,,126.0
257,2018-11-14,A0032_V350A,외부,,,routing_ended,,,,,,,,126.0
258,2018-11-14,A0029_F812A,외부,외부_34,,work_start,,,,,,,,126.0
259,2018-11-14,A0032_V350A,외부,외부_35,,part_transferred_to_out_buffer,Factory,7659.945344290592,m2,,,,,126.0
260,2018-11-14,A0032_V350A,Sink,,,go to parent block,,,,,,,,126.0
261,2018-11-14,A0032_V350A,Sink,,,completed,,,,,,,,126.0
262,2018-11-15,A0029_H21P1,외부,외부_19,,work_finish,,,,,,,,127.0
263,2018-11-15,A0029_H21P1,외부,외부_19,,part_transferred_to_out_buffer,Factory,7051.945344290592,m2,,,,,127.0
264,2018-11-15,A0029_H22P1,외부,외부_20,,work_finish,,,,,,,,127.0
265,2018-11-15,A0029_H22P1,외부,외부_20,,part_transferred_to_out_buffer,Factory,6405.945344290592,m2,,,,,127.0
266,2018-11-15,A0029_E122A,2야드 판넬공장,2야드 판넬공장_4,,work_finish,,,,,,,,127.0
267,2018-11-15,A0029_E122A,2야드 판넬공장,2야드 판넬공장_4,,part_transferred_to_out_buffer,Factory,0.0,ton,,,,,127.0
268,2018-11-15,A0004_E170A,,,,part_created,,,,,,,,127.0
269,2018-11-15,A0008_A610A,,,,part_created,,,,,,,,127.0
270,2018-11-15,A0029_E112A,,,,part_created,,,,,,,,127.0
271,2018-11-15,A0029_E420P,,,,part_created,,,,,,,,127.0
272,2018-11-15,A0029_E420S,,,,part_created,,,,,,,,127.0
273,2018-11-15,A0029_E822P,,,,part_created,,,,,,,,127.0
274,2018-11-15,A0029_E822S,,,,part_created,,,,,,,,127.0
275,2018-11-15,A0032_V410P,,,,part_created,,,,,,,,127.0
276,2018-11-15,A0032_V410S,,,,part_created,,,,,,,,127.0
277,2018-11-15,A0032_V413P,,,,part_created,,,,,,,,127.0
278,2018-11-15,A0032_V413S,,,,part_created,,,,,,,,127.0
279,2018-11-15,A0032_V414P,,,,part_created,,,,,,,,127.0
280,2018-11-15,A0032_V414S,,,,part_created,,,,,,,,127.0
281,2018-11-15,A0032_V415P,,,,part_created,,,,,,,,127.0
282,2018-11-15,A0032_V418P,,,,part_created,,,,,,,,127.0
283,2018-11-15,A0032_V418S,,,,part_created,,,,,,,,127.0
284,2018-11-15,A0032_V420P,,,,part_created,,,,,,,,127.0
285,2018-11-15,A0032_V420S,,,,part_created,,,,,,,,127.0
286,2018-11-15,A0032_V423P,,,,part_created,,,,,,,,127.0
287,2018-11-15,A0032_V423S,,,,part_created,,,,,,,,127.0
288,2018-11-15,A0032_V424P,,,,part_created,,,,,,,,127.0
289,2018-11-15,A0032_V428P,,,,part_created,,,,,,,,127.0
290,2018-11-15,A0032_V428S,,,,part_created,,,,,,,,127.0
291,2018-11-15,A0032_V430P,,,,part_created,,,,,,,,127.0
292,2018-11-15,A0032_V430S,,,,part_created,,,,,,,,127.0
293,2018-11-15,A0032_V433P,,,,part_created,,,,,,,,127.0
294,2018-11-15,A0032_V433S,,,,part_created,,,,,,,,127.0
295,2018-11-15,A0032_V434P,,,,part_created,,,,,,,,127.0
296,2018-11-15,A0032_V438P,,,,part_created,,,,,,,,127.0
297,2018-11-15,A0032_V438S,,,,part_created,,,,,,,,127.0
298,2018-11-15,A0032_V440P,,,,part_created,,,,,,,,127.0
299,2018-11-15,A0032_V440S,,,,part_created,,,,,,,,127.0
300,2018-11-15,A0032_V443P,,,,part_created,,,,,,,,127.0
301,2018-11-15,A0032_V443S,,,,part_created,,,,,,,,127.0
302,2018-11-15,A0032_V444P,,,,part_created,,,,,,,,127.0
303,2018-11-15,A0032_V448P,,,,part_created,,,,,,,,127.0
304,2018-11-15,A0032_V448S,,,,part_created,,,,,,,,127.0
305,2018-11-15,A0032_V930A,,,,part_created,,,,,,,,127.0
306,2018-11-15,A0032_V970A,,,,part_created,,,,,,,,127.0
307,2018-11-15,A0029_H21P1,Sink,,,completed,,,,,,,,127.0
308,2018-11-15,A0029_H22P1,Sink,,,completed,,,,,,,,127.0
309,2018-11-15,A0029_E122A,Sink,,,go to parent block,,,,,,,,127.0
310,2018-11-15,A0029_E122A,Sink,,,completed,,,,,,,,127.0
311,2018-11-15,A0004_E170A,2야드 대조립공장,,,Process_entered,Factory,1705.5907332333404,ton,,,,,127.0
312,2018-11-15,A0004_E170A,2야드 대조립공장,,,routing_ended,,,,,,,,127.0
