,Date,Part,Process,SubProcess,Resource,Event,Process Type,Load,Unit,From,To,Distance,Memo,Simulation time
4466,2018-12-18,A0032_V34P0,외부,외부_125,,part_transferred_to_out_buffer,Factory,46781.53730149261,m2,,,,,160.0
4467,2018-12-18,A0032_V34S0,외부,외부_126,,work_finish,,,,,,,,160.0
4468,2018-12-18,A0032_V34S0,외부,외부_126,,part_transferred_to_out_buffer,Factory,46535.03730149261,m2,,,,,160.0
4469,2018-12-18,A0029_E12A0,2야드 대조립공장,2야드 대조립공장_35,,work_finish,,,,,,,,160.0
4470,2018-12-18,A0029_E12A0,2야드 대조립공장,2야드 대조립공장_35,,part_transferred_to_out_buffer,Factory,4100.766424683951,ton,,,,,160.0
4471,2018-12-18,A0004_E414P,외부,외부_280,,work_finish,,,,,,,,160.0
4472,2018-12-18,A0004_E414P,외부,외부_280,,part_transferred_to_out_buffer,Factory,46458.53730149261,m2,,,,,160.0
4473,2018-12-18,A0004_E414S,외부,외부_281,,work_finish,,,,,,,,160.0
4474,2018-12-18,A0004_E414S,외부,외부_281,,part_transferred_to_out_buffer,Factory,46382.03730149261,m2,,,,,160.0
4475,2018-12-18,A0016_B540P,외부,외부_317,,work_finish,,,,,,,,160.0
4476,2018-12-18,A0016_B540P,외부,외부_317,,part_transferred_to_out_buffer,Factory,46259.53730149261,m2,,,,,160.0
4477,2018-12-18,A0016_B540S,외부,외부_318,,work_finish,,,,,,,,160.0
4478,2018-12-18,A0016_B540S,외부,외부_318,,part_transferred_to_out_buffer,Factory,46137.03730149261,m2,,,,,160.0
4479,2018-12-18,A0016_B546P,외부,외부_321,,work_finish,,,,,,,,160.0
4480,2018-12-18,A0016_B546P,외부,외부_321,,part_transferred_to_out_buffer,Factory,45997.03730149261,m2,,,,,160.0
4481,2018-12-18,A0016_B546S,외부,외부_322,,work_finish,,,,,,,,160.0
4482,2018-12-18,A0016_B546S,외부,외부_322,,part_transferred_to_out_buffer,Factory,45857.03730149261,m2,,,,,160.0
4483,2018-12-18,A0030_E320P,외부,외부_329,,work_finish,,,,,,,,160.0
4484,2018-12-18,A0030_E320P,외부,외부_329,,part_transferred_to_out_buffer,Factory,45715.28730149261,m2,,,,,160.0
4485,2018-12-18,A0030_E320S,외부,외부_330,,work_finish,,,,,,,,160.0
4486,2018-12-18,A0030_E320S,외부,외부_330,,part_transferred_to_out_buffer,Factory,45573.53730149261,m2,,,,,160.0
4487,2018-12-18,A0030_E326P,외부,외부_331,,work_finish,,,,,,,,160.0
4488,2018-12-18,A0030_E326P,외부,외부_331,,part_transferred_to_out_buffer,Factory,45473.78730149261,m2,,,,,160.0
4489,2018-12-18,A0030_E326S,외부,외부_332,,work_finish,,,,,,,,160.0
4490,2018-12-18,A0030_E326S,외부,외부_332,,part_transferred_to_out_buffer,Factory,45374.03730149261,m2,,,,,160.0
4491,2018-12-18,A0030_E414P,외부,외부_413,,work_finish,,,,,,,,160.0
4492,2018-12-18,A0030_E414P,외부,외부_413,,part_transferred_to_out_buffer,Factory,45318.03730149261,m2,,,,,160.0
4493,2018-12-18,A0030_E414S,외부,외부_414,,work_finish,,,,,,,,160.0
4494,2018-12-18,A0030_E414S,외부,외부_414,,part_transferred_to_out_buffer,Factory,45262.03730149261,m2,,,,,160.0
4495,2018-12-18,A0016_H21P0,판넬선각공장,판넬선각공장_13,,work_finish,,,,,,,,160.0
4496,2018-12-18,A0016_H21P0,판넬선각공장,판넬선각공장_13,,part_transferred_to_out_buffer,Factory,2685.747279194344,ton,,,,,160.0
4497,2018-12-18,A0005_V210P,외부,외부_423,,work_finish,,,,,,,,160.0
4498,2018-12-18,A0005_V210P,외부,외부_423,,part_transferred_to_out_buffer,Factory,44963.32872731149,m2,,,,,160.0
4499,2018-12-18,A0005_V210S,외부,외부_424,,work_finish,,,,,,,,160.0
4500,2018-12-18,A0005_V210S,외부,외부_424,,part_transferred_to_out_buffer,Factory,44664.620153130374,m2,,,,,160.0
4501,2018-12-18,A0005_V213P,외부,외부_425,,work_finish,,,,,,,,160.0
4502,2018-12-18,A0005_V213P,외부,외부_425,,part_transferred_to_out_buffer,Factory,44365.91157894926,m2,,,,,160.0
4503,2018-12-18,A0005_V213S,외부,외부_426,,work_finish,,,,,,,,160.0
4504,2018-12-18,A0005_V213S,외부,외부_426,,part_transferred_to_out_buffer,Factory,44067.20300476814,m2,,,,,160.0
4505,2018-12-18,A0005_V214P,외부,외부_427,,work_finish,,,,,,,,160.0
4506,2018-12-18,A0005_V214P,외부,외부_427,,part_transferred_to_out_buffer,Factory,43768.49443058702,m2,,,,,160.0
4507,2018-12-18,A0005_V214S,외부,외부_428,,work_finish,,,,,,,,160.0
4508,2018-12-18,A0005_V214S,외부,외부_428,,part_transferred_to_out_buffer,Factory,43469.785856405906,m2,,,,,160.0
4509,2018-12-18,A0005_V215P,외부,외부_429,,work_finish,,,,,,,,160.0
4510,2018-12-18,A0005_V215P,외부,외부_429,,part_transferred_to_out_buffer,Factory,43171.07728222479,m2,,,,,160.0
4511,2018-12-18,A0005_V218P,외부,외부_430,,work_finish,,,,,,,,160.0
4512,2018-12-18,A0005_V218P,외부,외부_430,,part_transferred_to_out_buffer,Factory,42816.32728222479,m2,,,,,160.0
4513,2018-12-18,A0005_V218S,외부,외부_431,,work_finish,,,,,,,,160.0
4514,2018-12-18,A0005_V218S,외부,외부_431,,part_transferred_to_out_buffer,Factory,42461.57728222479,m2,,,,,160.0
4515,2018-12-18,A0005_V220P,외부,외부_432,,work_finish,,,,,,,,160.0
4516,2018-12-18,A0005_V220P,외부,외부_432,,part_transferred_to_out_buffer,Factory,42162.86870804367,m2,,,,,160.0
4517,2018-12-18,A0005_V220S,외부,외부_433,,work_finish,,,,,,,,160.0
4518,2018-12-18,A0005_V220S,외부,외부_433,,part_transferred_to_out_buffer,Factory,41864.160133862555,m2,,,,,160.0
4519,2018-12-18,A0005_V223P,외부,외부_434,,work_finish,,,,,,,,160.0
4520,2018-12-18,A0005_V223P,외부,외부_434,,part_transferred_to_out_buffer,Factory,41565.45155968144,m2,,,,,160.0
4521,2018-12-18,A0005_V223S,외부,외부_435,,work_finish,,,,,,,,160.0
4522,2018-12-18,A0005_V223S,외부,외부_435,,part_transferred_to_out_buffer,Factory,41266.74298550032,m2,,,,,160.0
4523,2018-12-18,A0005_V224P,외부,외부_436,,work_finish,,,,,,,,160.0
4524,2018-12-18,A0005_V224P,외부,외부_436,,part_transferred_to_out_buffer,Factory,40968.034411319204,m2,,,,,160.0
4525,2018-12-18,A0005_V228P,외부,외부_437,,work_finish,,,,,,,,160.0
4526,2018-12-18,A0005_V228P,외부,외부_437,,part_transferred_to_out_buffer,Factory,40679.284411319204,m2,,,,,160.0
4527,2018-12-18,A0005_V228S,외부,외부_438,,work_finish,,,,,,,,160.0
4528,2018-12-18,A0005_V228S,외부,외부_438,,part_transferred_to_out_buffer,Factory,40390.534411319204,m2,,,,,160.0
4529,2018-12-18,A0005_V230P,외부,외부_439,,work_finish,,,,,,,,160.0
4530,2018-12-18,A0005_V230P,외부,외부_439,,part_transferred_to_out_buffer,Factory,40091.82583713809,m2,,,,,160.0
4531,2018-12-18,A0005_V230S,외부,외부_440,,work_finish,,,,,,,,160.0
4532,2018-12-18,A0005_V230S,외부,외부_440,,part_transferred_to_out_buffer,Factory,39793.11726295697,m2,,,,,160.0
4533,2018-12-18,A0005_V233P,외부,외부_441,,work_finish,,,,,,,,160.0
4534,2018-12-18,A0005_V233P,외부,외부_441,,part_transferred_to_out_buffer,Factory,39494.40868877585,m2,,,,,160.0
4535,2018-12-18,A0005_V233S,외부,외부_442,,work_finish,,,,,,,,160.0
4536,2018-12-18,A0005_V233S,외부,외부_442,,part_transferred_to_out_buffer,Factory,39195.700114594736,m2,,,,,160.0
4537,2018-12-18,A0005_V234P,외부,외부_443,,work_finish,,,,,,,,160.0
4538,2018-12-18,A0005_V234P,외부,외부_443,,part_transferred_to_out_buffer,Factory,38896.99154041362,m2,,,,,160.0
4539,2018-12-18,A0005_V238P,외부,외부_444,,work_finish,,,,,,,,160.0
4540,2018-12-18,A0005_V238P,외부,외부_444,,part_transferred_to_out_buffer,Factory,38542.24154041362,m2,,,,,160.0
4541,2018-12-18,A0005_V238S,외부,외부_445,,work_finish,,,,,,,,160.0
4542,2018-12-18,A0005_V238S,외부,외부_445,,part_transferred_to_out_buffer,Factory,38187.49154041362,m2,,,,,160.0
4543,2018-12-18,A0005_V240P,외부,외부_446,,work_finish,,,,,,,,160.0
4544,2018-12-18,A0005_V240P,외부,외부_446,,part_transferred_to_out_buffer,Factory,37888.7829662325,m2,,,,,160.0
4545,2018-12-18,A0005_V240S,외부,외부_447,,work_finish,,,,,,,,160.0
4546,2018-12-18,A0005_V240S,외부,외부_447,,part_transferred_to_out_buffer,Factory,37590.074392051385,m2,,,,,160.0
4547,2018-12-18,A0005_V243P,외부,외부_448,,work_finish,,,,,,,,160.0
4548,2018-12-18,A0005_V243P,외부,외부_448,,part_transferred_to_out_buffer,Factory,37291.36581787027,m2,,,,,160.0
4549,2018-12-18,A0005_V243S,외부,외부_449,,work_finish,,,,,,,,160.0
4550,2018-12-18,A0005_V243S,외부,외부_449,,part_transferred_to_out_buffer,Factory,36992.65724368915,m2,,,,,160.0
4551,2018-12-18,A0005_V244P,외부,외부_450,,work_finish,,,,,,,,160.0
4552,2018-12-18,A0005_V244P,외부,외부_450,,part_transferred_to_out_buffer,Factory,36693.948669508034,m2,,,,,160.0
4553,2018-12-18,A0005_V248P,외부,외부_451,,work_finish,,,,,,,,160.0
4554,2018-12-18,A0005_V248P,외부,외부_451,,part_transferred_to_out_buffer,Factory,36405.198669508034,m2,,,,,160.0
4555,2018-12-18,A0005_V248S,외부,외부_452,,work_finish,,,,,,,,160.0
4556,2018-12-18,A0005_V248S,외부,외부_452,,part_transferred_to_out_buffer,Factory,36116.448669508034,m2,,,,,160.0
4557,2018-12-18,A0016_H232S,판넬선각공장,판넬선각공장_28,,work_finish,,,,,,,,160.0
4558,2018-12-18,A0016_H232S,판넬선각공장,판넬선각공장_28,,part_transferred_to_out_buffer,Factory,2462.496202271267,ton,,,,,160.0
4559,2018-12-18,A0030_E412P,외부,외부_491,,work_finish,,,,,,,,160.0
4560,2018-12-18,A0030_E412P,외부,외부_491,,part_transferred_to_out_buffer,Factory,35828.948669508034,m2,,,,,160.0
4561,2018-12-18,A0034_E312P,외부,외부_500,,work_finish,,,,,,,,160.0
4562,2018-12-18,A0034_E312P,외부,외부_500,,part_transferred_to_out_buffer,Factory,35299.948669508034,m2,,,,,160.0
4563,2018-12-18,A0034_E312S,외부,외부_501,,work_finish,,,,,,,,160.0
4564,2018-12-18,A0034_E312S,외부,외부_501,,part_transferred_to_out_buffer,Factory,34770.948669508034,m2,,,,,160.0
4565,2018-12-18,A0034_E810P,2야드 대조립공장,2야드 대조립공장_67,,work_finish,,,,,,,,160.0
4566,2018-12-18,A0034_E810P,2야드 대조립공장,2야드 대조립공장_67,,part_transferred_to_out_buffer,Factory,3855.072831369188,ton,,,,,160.0
4567,2018-12-18,A0034_E810S,2야드 대조립공장,2야드 대조립공장_68,,work_finish,,,,,,,,160.0
4568,2018-12-18,A0034_E810S,2야드 대조립공장,2야드 대조립공장_68,,part_transferred_to_out_buffer,Factory,3609.3792380544246,ton,,,,,160.0
4569,2018-12-18,A0034_E816P,2야드 대조립공장,2야드 대조립공장_69,,work_finish,,,,,,,,160.0
4570,2018-12-18,A0034_E816P,2야드 대조립공장,2야드 대조립공장_69,,part_transferred_to_out_buffer,Factory,3363.6856447396613,ton,,,,,160.0
4571,2018-12-18,A0034_E816S,2야드 대조립공장,2야드 대조립공장_70,,work_finish,,,,,,,,160.0
4572,2018-12-18,A0034_E816S,2야드 대조립공장,2야드 대조립공장_70,,part_transferred_to_out_buffer,Factory,3117.992051424898,ton,,,,,160.0
4573,2018-12-18,A0004_B35P0,,,,part_created,,,,,,,,160.0
4574,2018-12-18,A0004_B35S0,,,,part_created,,,,,,,,160.0
4575,2018-12-18,A0004_B361P,,,,part_created,,,,,,,,160.0
4576,2018-12-18,A0004_B361S,,,,part_created,,,,,,,,160.0
4577,2018-12-18,A0004_B363P,,,,part_created,,,,,,,,160.0
4578,2018-12-18,A0004_B363S,,,,part_created,,,,,,,,160.0
4579,2018-12-18,A0004_B502P,,,,part_created,,,,,,,,160.0
4580,2018-12-18,A0004_B502S,,,,part_created,,,,,,,,160.0
4581,2018-12-18,A0004_B532P,,,,part_created,,,,,,,,160.0
4582,2018-12-18,A0004_B532S,,,,part_created,,,,,,,,160.0
4583,2018-12-18,A0004_E11A0,,,,part_created,,,,,,,,160.0
4584,2018-12-18,A0004_E12A0,,,,part_created,,,,,,,,160.0
4585,2018-12-18,A0004_E820P,,,,part_created,,,,,,,,160.0
4586,2018-12-18,A0004_E820S,,,,part_created,,,,,,,,160.0
4587,2018-12-18,A0005_A41A0,,,,part_created,,,,,,,,160.0
4588,2018-12-18,A0005_V11P0,,,,part_created,,,,,,,,160.0
4589,2018-12-18,A0005_V11S0,,,,part_created,,,,,,,,160.0
4590,2018-12-18,A0005_V12P0,,,,part_created,,,,,,,,160.0
4591,2018-12-18,A0005_V12S0,,,,part_created,,,,,,,,160.0
4592,2018-12-18,A0005_V13P0,,,,part_created,,,,,,,,160.0
4593,2018-12-18,A0005_V13S0,,,,part_created,,,,,,,,160.0
4594,2018-12-18,A0005_V14P0,,,,part_created,,,,,,,,160.0
4595,2018-12-18,A0005_V14S0,,,,part_created,,,,,,,,160.0
4596,2018-12-18,A0005_V31P0,,,,part_created,,,,,,,,160.0
4597,2018-12-18,A0005_V31S0,,,,part_created,,,,,,,,160.0
4598,2018-12-18,A0005_V32P0,,,,part_created,,,,,,,,160.0
4599,2018-12-18,A0005_V32S0,,,,part_created,,,,,,,,160.0
4600,2018-12-18,A0005_V33P0,,,,part_created,,,,,,,,160.0
4601,2018-12-18,A0005_V33S0,,,,part_created,,,,,,,,160.0
4602,2018-12-18,A0005_V34P0,,,,part_created,,,,,,,,160.0
4603,2018-12-18,A0005_V34S0,,,,part_created,,,,,,,,160.0
4604,2018-12-18,A0005_V850A,,,,part_created,,,,,,,,160.0
4605,2018-12-18,A0016_B560P,,,,part_created,,,,,,,,160.0
4606,2018-12-18,A0016_B560S,,,,part_created,,,,,,,,160.0
4607,2018-12-18,A0016_B566P,,,,part_created,,,,,,,,160.0
4608,2018-12-18,A0016_B566S,,,,part_created,,,,,,,,160.0
4609,2018-12-18,A0016_B56P0,,,,part_created,,,,,,,,160.0
4610,2018-12-18,A0016_B56S0,,,,part_created,,,,,,,,160.0
4611,2018-12-18,A0016_E122P,,,,part_created,,,,,,,,160.0
4612,2018-12-18,A0016_E122S,,,,part_created,,,,,,,,160.0
4613,2018-12-18,A0016_E272P,,,,part_created,,,,,,,,160.0
4614,2018-12-18,A0016_E272S,,,,part_created,,,,,,,,160.0
4615,2018-12-18,A0016_E322P,,,,part_created,,,,,,,,160.0
4616,2018-12-18,A0016_E322S,,,,part_created,,,,,,,,160.0
4617,2018-12-18,A0016_E332P,,,,part_created,,,,,,,,160.0
4618,2018-12-18,A0016_E332S,,,,part_created,,,,,,,,160.0
4619,2018-12-18,A0016_F250P,,,,part_created,,,,,,,,160.0
4620,2018-12-18,A0016_F250S,,,,part_created,,,,,,,,160.0
4621,2018-12-18,A0016_F256P,,,,part_created,,,,,,,,160.0
4622,2018-12-18,A0016_F256S,,,,part_created,,,,,,,,160.0
4623,2018-12-18,A0016_H22S0,,,,part_created,,,,,,,,160.0
4624,2018-12-18,A0016_H23P0,,,,part_created,,,,,,,,160.0
4625,2018-12-18,A0018_C410P,,,,part_created,,,,,,,,160.0
4626,2018-12-18,A0018_C410S,,,,part_created,,,,,,,,160.0
4627,2018-12-18,A0029_D113P,,,,part_created,,,,,,,,160.0
4628,2018-12-18,A0029_D113S,,,,part_created,,,,,,,,160.0
4629,2018-12-18,A0029_D117P,,,,part_created,,,,,,,,160.0
4630,2018-12-18,A0029_D117S,,,,part_created,,,,,,,,160.0
4631,2018-12-18,A0029_E21P0,,,,part_created,,,,,,,,160.0
4632,2018-12-18,A0029_E21S0,,,,part_created,,,,,,,,160.0
4633,2018-12-18,A0029_N733P,,,,part_created,,,,,,,,160.0
4634,2018-12-18,A0029_N733S,,,,part_created,,,,,,,,160.0
4635,2018-12-18,A0030_A410A,,,,part_created,,,,,,,,160.0
4636,2018-12-18,A0032_A410A,,,,part_created,,,,,,,,160.0
4637,2018-12-18,A0032_N113P,,,,part_created,,,,,,,,160.0
4638,2018-12-18,A0032_N113S,,,,part_created,,,,,,,,160.0
4639,2018-12-18,A0032_V150A,,,,part_created,,,,,,,,160.0
4640,2018-12-18,A0032_V41P1,,,,part_created,,,,,,,,160.0
4641,2018-12-18,A0032_V42P1,,,,part_created,,,,,,,,160.0
4642,2018-12-18,A0032_V43P1,,,,part_created,,,,,,,,160.0
4643,2018-12-18,A0032_V44P1,,,,part_created,,,,,,,,160.0
4644,2018-12-18,A0032_V45A0,,,,part_created,,,,,,,,160.0
4645,2018-12-18,A0032_V820A,,,,part_created,,,,,,,,160.0
4646,2018-12-18,A0034_E322P,,,,part_created,,,,,,,,160.0
4647,2018-12-18,A0034_E322S,,,,part_created,,,,,,,,160.0
4648,2018-12-18,A0034_E813P,,,,part_created,,,,,,,,160.0
4649,2018-12-18,A0034_E813S,,,,part_created,,,,,,,,160.0
4650,2018-12-18,A0005_V930A,Sink,,,completed,,,,,,,,160.0
4651,2018-12-18,A0005_V970A,Sink,,,completed,,,,,,,,160.0
4652,2018-12-18,A0032_V31P0,Sink,,,go to parent block,,,,,,,,160.0
4653,2018-12-18,A0032_V31P0,Sink,,,completed,,,,,,,,160.0
4654,2018-12-18,A0032_V31S0,Sink,,,go to parent block,,,,,,,,160.0
4655,2018-12-18,A0032_V31S0,Sink,,,completed,,,,,,,,160.0
4656,2018-12-18,A0032_V32P0,Sink,,,go to parent block,,,,,,,,160.0
4657,2018-12-18,A0032_V32P0,Sink,,,completed,,,,,,,,160.0
4658,2018-12-18,A0032_V32S0,Sink,,,go to parent block,,,,,,,,160.0
4659,2018-12-18,A0032_V32S0,Sink,,,completed,,,,,,,,160.0
4660,2018-12-18,A0032_V33P0,Sink,,,go to parent block,,,,,,,,160.0
4661,2018-12-18,A0032_V33P0,Sink,,,completed,,,,,,,,160.0
4662,2018-12-18,A0032_V33S0,Sink,,,go to parent block,,,,,,,,160.0
4663,2018-12-18,A0032_V33S0,Sink,,,completed,,,,,,,,160.0
4664,2018-12-18,A0032_V34P0,Sink,,,go to parent block,,,,,,,,160.0
4665,2018-12-18,A0032_V34P0,Sink,,,completed,,,,,,,,160.0
4666,2018-12-18,A0032_V34S0,Sink,,,go to parent block,,,,,,,,160.0
4667,2018-12-18,A0032_V34S0,Sink,,,completed,,,,,,,,160.0
4668,2018-12-18,A0029_E12A0,Sink,,,completed,,,,,,,,160.0
4669,2018-12-18,A0004_E414P,Sink,,,go to parent block,,,,,,,,160.0
4670,2018-12-18,A0004_E414P,Sink,,,completed,,,,,,,,160.0
4671,2018-12-18,A0004_E414S,Sink,,,go to parent block,,,,,,,,160.0
4672,2018-12-18,A0004_E414S,Sink,,,completed,,,,,,,,160.0
4673,2018-12-18,A0016_B540P,Sink,,,go to parent block,,,,,,,,160.0
4674,2018-12-18,A0016_B540P,Sink,,,completed,,,,,,,,160.0
4675,2018-12-18,A0016_B540S,Sink,,,go to parent block,,,,,,,,160.0
4676,2018-12-18,A0016_B540S,Sink,,,completed,,,,,,,,160.0
4677,2018-12-18,A0016_B546P,Sink,,,go to parent block,,,,,,,,160.0
4678,2018-12-18,A0016_B546P,Sink,,,completed,,,,,,,,160.0
4679,2018-12-18,A0016_B546S,Sink,,,go to parent block,,,,,,,,160.0
4680,2018-12-18,A0016_B546S,Sink,,,completed,,,,,,,,160.0
4681,2018-12-18,A0030_E320P,Sink,,,go to parent block,,,,,,,,160.0
4682,2018-12-18,A0030_E320P,Sink,,,completed,,,,,,,,160.0
4683,2018-12-18,A0030_E320S,Sink,,,go to parent block,,,,,,,,160.0
4684,2018-12-18,A0030_E320S,Sink,,,completed,,,,,,,,160.0
4685,2018-12-18,A0030_E326P,Sink,,,go to parent block,,,,,,,,160.0
4686,2018-12-18,A0030_E326P,Sink,,,completed,,,,,,,,160.0
4687,2018-12-18,A0030_E326S,Sink,,,go to parent block,,,,,,,,160.0
4688,2018-12-18,A0030_E326S,Sink,,,completed,,,,,,,,160.0
4689,2018-12-18,A0030_E414P,Sink,,,go to parent block,,,,,,,,160.0
4690,2018-12-18,A0030_E414P,Sink,,,completed,,,,,,,,160.0
4691,2018-12-18,A0030_E414S,Sink,,,go to parent block,,,,,,,,160.0
4692,2018-12-18,A0030_E414S,Sink,,,completed,,,,,,,,160.0
4693,2018-12-18,A0016_H21P0,Sink,,,go to parent block,,,,,,,,160.0
4694,2018-12-18,A0016_H21P0,Sink,,,completed,,,,,,,,160.0
4695,2018-12-18,A0005_V210P,Sink,,,go to parent block,,,,,,,,160.0
4696,2018-12-18,A0005_V210P,Sink,,,completed,,,,,,,,160.0
4697,2018-12-18,A0005_V210S,Sink,,,go to parent block,,,,,,,,160.0
4698,2018-12-18,A0005_V210S,Sink,,,completed,,,,,,,,160.0
4699,2018-12-18,A0005_V213P,Sink,,,go to parent block,,,,,,,,160.0
4700,2018-12-18,A0005_V213P,Sink,,,completed,,,,,,,,160.0
4701,2018-12-18,A0005_V213S,Sink,,,go to parent block,,,,,,,,160.0
4702,2018-12-18,A0005_V213S,Sink,,,completed,,,,,,,,160.0
4703,2018-12-18,A0005_V214P,Sink,,,go to parent block,,,,,,,,160.0
4704,2018-12-18,A0005_V214P,Sink,,,completed,,,,,,,,160.0
4705,2018-12-18,A0005_V214S,Sink,,,go to parent block,,,,,,,,160.0
4706,2018-12-18,A0005_V214S,Sink,,,completed,,,,,,,,160.0
4707,2018-12-18,A0005_V215P,Sink,,,go to parent block,,,,,,,,160.0
4708,2018-12-18,A0005_V215P,Sink,,,completed,,,,,,,,160.0
4709,2018-12-18,A0005_V218P,Sink,,,go to parent block,,,,,,,,160.0
4710,2018-12-18,A0005_V218P,Sink,,,completed,,,,,,,,160.0
4711,2018-12-18,A0005_V218S,Sink,,,go to parent block,,,,,,,,160.0
4712,2018-12-18,A0005_V218S,Sink,,,completed,,,,,,,,160.0
4713,2018-12-18,A0005_V220P,Sink,,,go to parent block,,,,,,,,160.0
4714,2018-12-18,A0005_V220P,Sink,,,completed,,,,,,,,160.0
4715,2018-12-18,A0005_V220S,Sink,,,go to parent block,,,,,,,,160.0
4716,2018-12-18,A0005_V220S,Sink,,,completed,,,,,,,,160.0
4717,2018-12-18,A0005_V223P,Sink,,,go to parent block,,,,,,,,160.0
4718,2018-12-18,A0005_V223P,Sink,,,completed,,,,,,,,160.0
4719,2018-12-18,A0005_V223S,Sink,,,go to parent block,,,,,,,,160.0
4720,2018-12-18,A0005_V223S,Sink,,,completed,,,,,,,,160.0
4721,2018-12-18,A0005_V224P,Sink,,,go to parent block,,,,,,,,160.0
4722,2018-12-18,A0005_V224P,Sink,,,completed,,,,,,,,160.0
4723,2018-12-18,A0005_V228P,Sink,,,go to parent block,,,,,,,,160.0
4724,2018-12-18,A0005_V228P,Sink,,,completed,,,,,,,,160.0
4725,2018-12-18,A0005_V228S,Sink,,,go to parent block,,,,,,,,160.0
4726,2018-12-18,A0005_V228S,Sink,,,completed,,,,,,,,160.0
4727,2018-12-18,A0005_V230P,Sink,,,go to parent block,,,,,,,,160.0
4728,2018-12-18,A0005_V230P,Sink,,,completed,,,,,,,,160.0
4729,2018-12-18,A0005_V230S,Sink,,,go to parent block,,,,,,,,160.0
4730,2018-12-18,A0005_V230S,Sink,,,completed,,,,,,,,160.0
4731,2018-12-18,A0005_V233P,Sink,,,go to parent block,,,,,,,,160.0
4732,2018-12-18,A0005_V233P,Sink,,,completed,,,,,,,,160.0
4733,2018-12-18,A0005_V233S,Sink,,,go to parent block,,,,,,,,160.0
4734,2018-12-18,A0005_V233S,Sink,,,completed,,,,,,,,160.0
4735,2018-12-18,A0005_V234P,Sink,,,go to parent block,,,,,,,,160.0
4736,2018-12-18,A0005_V234P,Sink,,,completed,,,,,,,,160.0
4737,2018-12-18,A0005_V238P,Sink,,,go to parent block,,,,,,,,160.0
4738,2018-12-18,A0005_V238P,Sink,,,completed,,,,,,,,160.0
4739,2018-12-18,A0005_V238S,Sink,,,go to parent block,,,,,,,,160.0
4740,2018-12-18,A0005_V238S,Sink,,,completed,,,,,,,,160.0
4741,2018-12-18,A0005_V240P,Sink,,,go to parent block,,,,,,,,160.0
4742,2018-12-18,A0005_V240P,Sink,,,completed,,,,,,,,160.0
4743,2018-12-18,A0005_V240S,Sink,,,go to parent block,,,,,,,,160.0
4744,2018-12-18,A0005_V240S,Sink,,,completed,,,,,,,,160.0
4745,2018-12-18,A0005_V243P,Sink,,,go to parent block,,,,,,,,160.0
4746,2018-12-18,A0005_V243P,Sink,,,completed,,,,,,,,160.0
4747,2018-12-18,A0005_V243S,Sink,,,go to parent block,,,,,,,,160.0
4748,2018-12-18,A0005_V243S,Sink,,,completed,,,,,,,,160.0
4749,2018-12-18,A0005_V244P,Sink,,,go to parent block,,,,,,,,160.0
4750,2018-12-18,A0005_V244P,Sink,,,completed,,,,,,,,160.0
4751,2018-12-18,A0005_V248P,Sink,,,go to parent block,,,,,,,,160.0
4752,2018-12-18,A0005_V248P,Sink,,,completed,,,,,,,,160.0
4753,2018-12-18,A0005_V248S,Sink,,,go to parent block,,,,,,,,160.0
4754,2018-12-18,A0005_V248S,Sink,,,completed,,,,,,,,160.0
4755,2018-12-18,A0016_H232S,Sink,,,go to parent block,,,,,,,,160.0
4756,2018-12-18,A0016_H232S,Sink,,,completed,,,,,,,,160.0
4757,2018-12-18,A0030_E412P,Sink,,,go to parent block,,,,,,,,160.0
4758,2018-12-18,A0030_E412P,Sink,,,completed,,,,,,,,160.0
4759,2018-12-18,A0034_E312P,Sink,,,go to parent block,,,,,,,,160.0
4760,2018-12-18,A0034_E312P,Sink,,,completed,,,,,,,,160.0
4761,2018-12-18,A0034_E312S,Sink,,,go to parent block,,,,,,,,160.0
4762,2018-12-18,A0034_E312S,Sink,,,completed,,,,,,,,160.0
4763,2018-12-18,A0034_E810P,Sink,,,completed,,,,,,,,160.0
4764,2018-12-18,A0034_E810S,Sink,,,completed,,,,,,,,160.0
4765,2018-12-18,A0034_E816P,Sink,,,completed,,,,,,,,160.0
4766,2018-12-18,A0034_E816S,Sink,,,completed,,,,,,,,160.0
4767,2018-12-18,A0004_B35P0,판넬선각공장,,,Process_entered,Factory,2613.2962022712672,ton,,,,,160.0
4768,2018-12-18,A0004_B35P0,판넬선각공장,,,routing_ended,,,,,,,,160.0
4769,2018-12-18,A0004_B502P,외부,,,Process_entered,Factory,34973.448669508034,m2,,,,,160.0
4770,2018-12-18,A0004_B502P,외부,,,routing_ended,,,,,,,,160.0
4771,2018-12-18,A0004_E11A0,2야드 대조립공장,,,Process_entered,Factory,3376.992051424898,ton,,,,,160.0
4772,2018-12-18,A0004_E11A0,2야드 대조립공장,,,routing_ended,,,,,,,,160.0
4773,2018-12-18,A0029_N733P,2야드 판넬공장,,,Process_entered,Factory,737.0857938718664,ton,,,,,160.0
4774,2018-12-18,A0029_N733P,2야드 판넬공장,,,routing_ended,,,,,,,,160.0
4775,2018-12-18,A0004_B35S0,판넬선각공장,,,Process_entered,Factory,2764.0962022712674,ton,,,,,160.0
4776,2018-12-18,A0004_B35S0,판넬선각공장,,,routing_ended,,,,,,,,160.0
4777,2018-12-18,A0004_B502S,외부,,,Process_entered,Factory,35175.948669508034,m2,,,,,160.0
